timestamp,service,status,response_time_ms,error_rate_percent,uptime_percent
2026-03-08 15:18:03,Appointment Booking API,Critical,160.74,5.63,95.89
2026-03-08 15:18:03,Lab Results API,Down,209.54,6.98,93.11
2026-03-08 15:18:03,Pharmacy Service API,Critical,377.1,6.25,95.26
2026-03-08 15:18:03,Authentication Service,Critical,476.08,7.5,98.14
2026-03-08 15:18:09,Patient Records API,Down,182.03,1.57,94.22
2026-03-08 15:18:09,Appointment Booking API,Down,164.52,6.57,94.17
2026-03-08 15:18:09,Lab Results API,Healthy,225.67,1.45,96.38
2026-03-08 15:18:09,Pharmacy Service API,Healthy,136.27,1.6,98.79
2026-03-08 15:18:09,Authentication Service,Critical,488.54,7.09,97.69
2026-03-08 15:18:09,Patient Records API,Down,367.44,6.24,93.06
2026-03-08 15:18:09,Appointment Booking API,Down,463.91,4.22,94.34
2026-03-08 15:18:09,Lab Results API,Down,273.21,2.14,94.82
2026-03-08 15:18:09,Pharmacy Service API,Warning,362.27,0.26,98.18
2026-03-08 15:18:09,Authentication Service,Down,503.55,5.98,94.35
2026-03-08 15:18:14,Patient Records API,Critical,437.05,4.41,99.83
2026-03-08 15:18:14,Appointment Booking API,Critical,381.31,5.21,98.4
2026-03-08 15:18:14,Lab Results API,Warning,248.72,2.97,96.7
2026-03-08 15:18:14,Pharmacy Service API,Down,495.01,0.84,93.34
2026-03-08 15:18:14,Authentication Service,Down,417.5,0.42,93.66
2026-03-08 15:18:14,Patient Records API,Down,502.57,6.92,94.79
2026-03-08 15:18:14,Appointment Booking API,Warning,341.96,0.9,96.94
2026-03-08 15:18:14,Lab Results API,Critical,357.39,7.26,95.74
2026-03-08 15:18:14,Pharmacy Service API,Critical,483.24,0.82,98.25
2026-03-08 15:18:14,Authentication Service,Healthy,139.97,0.94,96.98
2026-03-08 15:18:19,Patient Records API,Warning,125.71,2.95,97.45
2026-03-08 15:18:19,Appointment Booking API,Down,499.87,5.32,94.36
2026-03-08 15:18:19,Lab Results API,Down,214.86,2.88,94.43
2026-03-08 15:18:19,Pharmacy Service API,Warning,397.03,1.57,96.2
2026-03-08 15:18:19,Authentication Service,Critical,135.96,7.46,95.94
2026-03-08 15:18:19,Patient Records API,Critical,498.59,4.88,96.18
2026-03-08 15:18:19,Appointment Booking API,Critical,529.67,2.94,99.87
2026-03-08 15:18:19,Lab Results API,Down,184.99,3.58,94.03
2026-03-08 15:18:19,Pharmacy Service API,Critical,157.73,7.52,95.33
2026-03-08 15:18:19,Authentication Service,Critical,473.65,2.61,98.6
2026-03-08 15:18:24,Patient Records API,Critical,229.54,6.29,97.45
2026-03-08 15:18:24,Appointment Booking API,Critical,205.59,6.05,95.88
2026-03-08 15:18:24,Lab Results API,Down,341.45,2.53,93.19
2026-03-08 15:18:24,Pharmacy Service API,Warning,259.25,3.3,99.19
2026-03-08 15:18:24,Authentication Service,Critical,335.19,5.94,98.28
2026-03-08 15:18:24,Patient Records API,Down,83.75,2.98,94.44
2026-03-08 15:18:24,Appointment Booking API,Critical,395.22,7.38,97.32
2026-03-08 15:18:24,Lab Results API,Down,222.74,0.9,94.46
2026-03-08 15:18:24,Pharmacy Service API,Healthy,133.65,1.73,97.94
2026-03-08 15:18:24,Authentication Service,Healthy,81.84,0.5,97.85
2026-03-08 15:18:30,Patient Records API,Warning,364.17,3.59,96.13
2026-03-08 15:18:30,Appointment Booking API,Critical,188.82,7.07,98.1
2026-03-08 15:18:30,Lab Results API,Critical,332.24,6.91,99.65
2026-03-08 15:18:30,Pharmacy Service API,Critical,452.64,7.92,97.22
2026-03-08 15:18:30,Authentication Service,Healthy,232.9,1.27,99.36
2026-03-08 15:18:30,Patient Records API,Down,218.99,5.96,94.99
2026-03-08 15:18:30,Appointment Booking API,Warning,344.92,2.15,99.48
2026-03-08 15:18:30,Lab Results API,Critical,319.85,6.92,96.89
2026-03-08 15:18:30,Pharmacy Service API,Down,185.47,7.37,93.36
2026-03-08 15:18:30,Authentication Service,Down,337.88,2.61,93.45
2026-03-08 15:18:35,Patient Records API,Critical,476.74,1.97,95.7
2026-03-08 15:18:35,Appointment Booking API,Warning,366.48,4.95,99.11
2026-03-08 15:18:35,Lab Results API,Critical,477.1,5.66,95.85
2026-03-08 15:18:35,Pharmacy Service API,Critical,255.64,7.79,99.91
2026-03-08 15:18:35,Authentication Service,Down,309.65,1.56,94.76
2026-03-08 15:18:35,Patient Records API,Down,307.1,6.35,94.75
2026-03-08 15:18:35,Appointment Booking API,Critical,105.01,5.45,96.25
2026-03-08 15:18:35,Lab Results API,Down,275.55,6.86,93.43
2026-03-08 15:18:35,Pharmacy Service API,Down,444.05,6.69,94.41
2026-03-08 15:18:35,Authentication Service,Critical,436.64,2.6,100.0
2026-03-08 15:18:40,Patient Records API,Down,319.3,4.01,94.26
2026-03-08 15:18:40,Appointment Booking API,Critical,542.24,2.78,96.95
2026-03-08 15:18:40,Lab Results API,Down,440.89,6.58,94.05
2026-03-08 15:18:40,Pharmacy Service API,Down,310.41,7.48,93.35
2026-03-08 15:18:40,Authentication Service,Critical,172.4,7.53,96.57
2026-03-08 15:18:40,Patient Records API,Down,344.04,2.53,93.14
2026-03-08 15:18:40,Appointment Booking API,Critical,419.96,7.86,95.44
2026-03-08 15:18:40,Lab Results API,Down,306.62,0.88,93.53
2026-03-08 15:18:40,Pharmacy Service API,Healthy,226.63,0.41,95.65
2026-03-08 15:18:40,Authentication Service,Critical,389.19,6.47,97.35
2026-03-08 15:18:45,Patient Records API,Critical,480.84,4.96,98.19
2026-03-08 15:18:45,Appointment Booking API,Critical,102.42,7.72,95.79
2026-03-08 15:18:45,Lab Results API,Down,468.75,0.99,93.68
2026-03-08 15:18:45,Pharmacy Service API,Critical,471.34,3.19,99.65
2026-03-08 15:18:45,Authentication Service,Critical,533.26,1.05,99.08
2026-03-08 15:18:45,Patient Records API,Healthy,131.36,1.49,96.3
2026-03-08 15:18:45,Appointment Booking API,Healthy,248.24,1.62,95.21
2026-03-08 15:18:45,Lab Results API,Critical,376.03,6.33,97.52
2026-03-08 15:18:45,Pharmacy Service API,Critical,485.65,1.76,97.75
2026-03-08 15:18:45,Authentication Service,Critical,514.87,4.89,96.67
2026-03-08 15:18:51,Patient Records API,Critical,169.85,6.82,99.74
2026-03-08 15:18:51,Appointment Booking API,Warning,362.39,2.08,95.86
2026-03-08 15:18:51,Lab Results API,Critical,96.11,7.71,97.68
2026-03-08 15:18:51,Pharmacy Service API,Down,330.47,7.38,93.66
2026-03-08 15:18:51,Authentication Service,Down,247.09,2.7,94.81
2026-03-08 15:18:51,Patient Records API,Critical,359.21,7.61,99.65
2026-03-08 15:18:51,Appointment Booking API,Critical,488.96,6.04,98.32
2026-03-08 15:18:51,Lab Results API,Critical,493.06,0.22,95.45
2026-03-08 15:18:51,Pharmacy Service API,Critical,327.2,6.23,95.46
2026-03-08 15:18:51,Authentication Service,Critical,103.08,5.58,98.34
2026-03-08 15:18:56,Patient Records API,Critical,460.26,4.26,96.98
2026-03-08 15:18:56,Appointment Booking API,Down,113.17,2.79,93.81
2026-03-08 15:18:56,Lab Results API,Critical,472.47,4.53,97.41
2026-03-08 15:18:56,Pharmacy Service API,Warning,187.09,3.56,99.3
2026-03-08 15:18:56,Authentication Service,Critical,530.77,7.36,95.55
2026-03-08 15:18:56,Patient Records API,Warning,236.19,4.94,95.5
2026-03-08 15:18:56,Appointment Booking API,Critical,494.73,5.58,96.82
2026-03-08 15:18:56,Lab Results API,Critical,436.93,5.56,96.92
2026-03-08 15:18:56,Pharmacy Service API,Critical,149.15,7.66,97.48
2026-03-08 15:18:56,Authentication Service,Warning,267.6,2.81,97.78
2026-03-08 15:19:01,Patient Records API,Critical,459.81,2.98,95.24
2026-03-08 15:19:01,Appointment Booking API,Warning,200.86,4.33,95.13
2026-03-08 15:19:01,Lab Results API,Critical,259.35,5.3,95.18
2026-03-08 15:19:01,Pharmacy Service API,Down,362.0,3.08,93.12
2026-03-08 15:19:01,Authentication Service,Warning,349.93,0.51,99.19
2026-03-08 15:19:01,Patient Records API,Critical,503.91,1.33,99.4
2026-03-08 15:19:01,Appointment Booking API,Down,276.26,1.59,93.56
2026-03-08 15:19:01,Lab Results API,Critical,548.75,1.01,95.98
2026-03-08 15:19:01,Pharmacy Service API,Down,298.43,2.6,93.39
2026-03-08 15:19:01,Authentication Service,Critical,510.14,0.12,95.17
2026-03-08 15:19:06,Patient Records API,Warning,271.25,3.4,99.21
2026-03-08 15:19:06,Appointment Booking API,Critical,138.88,5.01,99.04
2026-03-08 15:19:06,Lab Results API,Down,187.62,2.66,93.36
2026-03-08 15:19:06,Pharmacy Service API,Down,86.18,2.2,94.89
2026-03-08 15:19:06,Authentication Service,Warning,327.69,4.32,97.78
2026-03-08 15:19:06,Patient Records API,Down,161.87,7.16,94.31
2026-03-08 15:19:06,Appointment Booking API,Critical,272.59,6.22,96.5
2026-03-08 15:19:06,Lab Results API,Critical,359.57,6.88,95.15
2026-03-08 15:19:06,Pharmacy Service API,Warning,343.53,3.25,99.15
2026-03-08 15:19:06,Authentication Service,Critical,243.32,6.62,99.48
2026-03-08 15:19:12,Patient Records API,Healthy,201.96,1.73,96.78
2026-03-08 15:19:12,Appointment Booking API,Down,449.69,5.47,93.53
2026-03-08 15:19:12,Lab Results API,Down,224.52,1.05,93.91
2026-03-08 15:19:12,Pharmacy Service API,Critical,272.51,6.69,99.18
2026-03-08 15:19:12,Authentication Service,Healthy,126.91,0.35,98.21
2026-03-08 15:19:12,Patient Records API,Critical,547.69,1.31,97.25
2026-03-08 15:19:12,Appointment Booking API,Down,302.29,3.61,93.88
2026-03-08 15:19:12,Lab Results API,Down,92.31,1.83,93.73
2026-03-08 15:19:12,Pharmacy Service API,Down,367.78,5.99,93.51
2026-03-08 15:19:12,Authentication Service,Healthy,182.59,0.9,99.7
2026-03-08 15:19:17,Patient Records API,Critical,368.77,7.68,96.07
2026-03-08 15:19:17,Appointment Booking API,Critical,498.35,4.0,97.92
2026-03-08 15:19:17,Lab Results API,Critical,248.89,6.46,99.87
2026-03-08 15:19:17,Pharmacy Service API,Down,142.22,1.02,93.69
2026-03-08 15:19:17,Authentication Service,Warning,171.95,5.0,97.28
2026-03-08 15:19:17,Patient Records API,Critical,428.04,2.94,96.44
2026-03-08 15:19:17,Appointment Booking API,Critical,353.7,5.75,95.46
2026-03-08 15:19:17,Lab Results API,Warning,96.98,3.79,98.67
2026-03-08 15:19:17,Pharmacy Service API,Down,545.27,4.15,93.85
2026-03-08 15:19:17,Authentication Service,Warning,85.9,2.54,98.93
2026-03-08 15:19:22,Patient Records API,Warning,342.28,2.98,96.4
2026-03-08 15:19:22,Appointment Booking API,Warning,186.39,3.66,97.16
2026-03-08 15:19:22,Lab Results API,Warning,169.55,4.95,98.99
2026-03-08 15:19:22,Pharmacy Service API,Critical,341.2,7.38,95.71
2026-03-08 15:19:22,Authentication Service,Critical,441.41,7.28,96.84
2026-03-08 15:19:22,Patient Records API,Critical,427.51,0.41,98.11
2026-03-08 15:19:22,Appointment Booking API,Down,259.69,2.82,94.01
2026-03-08 15:19:22,Lab Results API,Critical,525.56,5.37,97.07
2026-03-08 15:19:22,Pharmacy Service API,Down,227.59,4.4,93.96
2026-03-08 15:19:22,Authentication Service,Warning,238.01,4.06,95.13
2026-03-08 15:19:27,Patient Records API,Critical,497.43,0.38,98.9
2026-03-08 15:19:27,Appointment Booking API,Critical,495.03,3.23,96.1
2026-03-08 15:19:27,Lab Results API,Critical,200.85,6.26,98.34
2026-03-08 15:19:27,Pharmacy Service API,Critical,274.01,7.81,99.95
2026-03-08 15:19:27,Authentication Service,Warning,238.09,2.47,99.28
2026-03-08 15:19:27,Patient Records API,Down,493.85,2.2,94.18
2026-03-08 15:19:27,Appointment Booking API,Warning,364.95,0.7,95.82
2026-03-08 15:19:27,Lab Results API,Warning,287.92,2.49,99.73
2026-03-08 15:19:27,Pharmacy Service API,Down,397.0,6.61,93.65
2026-03-08 15:19:27,Authentication Service,Critical,432.44,6.93,96.91
2026-03-08 15:19:33,Patient Records API,Healthy,205.05,0.35,98.77
2026-03-08 15:19:33,Appointment Booking API,Down,451.24,7.06,94.72
2026-03-08 15:19:33,Lab Results API,Down,443.39,7.32,94.88
2026-03-08 15:19:33,Pharmacy Service API,Down,422.55,3.88,94.13
2026-03-08 15:19:33,Authentication Service,Down,346.63,2.31,94.35
2026-03-08 15:19:33,Patient Records API,Down,217.8,0.21,94.78
2026-03-08 15:19:33,Appointment Booking API,Critical,274.15,5.59,98.54
2026-03-08 15:19:33,Lab Results API,Warning,223.83,4.42,96.9
2026-03-08 15:19:33,Pharmacy Service API,Down,160.64,2.15,94.12
2026-03-08 15:19:33,Authentication Service,Critical,413.82,3.73,99.24
2026-03-08 15:19:38,Patient Records API,Critical,85.57,6.23,95.37
2026-03-08 15:19:38,Appointment Booking API,Warning,324.14,1.04,98.72
2026-03-08 15:19:38,Lab Results API,Healthy,245.63,0.57,99.17
2026-03-08 15:19:38,Pharmacy Service API,Down,179.45,5.45,94.35
2026-03-08 15:19:38,Authentication Service,Down,341.96,2.49,93.06
2026-03-08 15:19:38,Patient Records API,Critical,233.6,7.41,98.4
2026-03-08 15:19:38,Appointment Booking API,Down,193.71,1.45,94.53
2026-03-08 15:19:38,Lab Results API,Warning,360.51,2.1,96.55
2026-03-08 15:19:38,Pharmacy Service API,Warning,259.36,1.0,96.03
2026-03-08 15:19:38,Authentication Service,Warning,371.93,2.18,97.41
2026-03-08 15:19:43,Patient Records API,Critical,183.05,6.79,95.84
2026-03-08 15:19:43,Appointment Booking API,Critical,451.1,1.9,95.67
2026-03-08 15:19:43,Lab Results API,Critical,548.0,4.25,99.26
2026-03-08 15:19:43,Pharmacy Service API,Warning,266.77,4.6,95.8
2026-03-08 15:19:43,Authentication Service,Down,167.87,7.64,94.3
2026-03-08 15:19:43,Patient Records API,Warning,104.49,3.1,99.09
2026-03-08 15:19:43,Appointment Booking API,Healthy,125.02,0.73,95.88
2026-03-08 15:19:43,Lab Results API,Warning,198.33,3.64,96.21
2026-03-08 15:19:43,Pharmacy Service API,Warning,160.49,3.73,99.93
2026-03-08 15:19:43,Authentication Service,Healthy,221.57,1.12,97.5
2026-03-08 15:19:48,Patient Records API,Warning,373.42,2.59,96.07
2026-03-08 15:19:48,Appointment Booking API,Critical,541.45,6.85,97.39
2026-03-08 15:19:48,Lab Results API,Warning,264.01,1.1,99.97
2026-03-08 15:19:48,Pharmacy Service API,Critical,293.65,7.33,96.94
2026-03-08 15:19:48,Authentication Service,Critical,531.23,5.51,98.95
2026-03-08 15:19:49,Patient Records API,Down,89.99,4.37,93.68
2026-03-08 15:19:49,Appointment Booking API,Down,371.07,6.6,94.63
2026-03-08 15:19:49,Lab Results API,Warning,372.55,4.91,99.23
2026-03-08 15:19:49,Pharmacy Service API,Critical,539.75,1.91,99.63
2026-03-08 15:19:49,Authentication Service,Critical,305.75,7.43,99.5
2026-03-08 15:19:54,Patient Records API,Warning,343.9,2.54,99.66
2026-03-08 15:19:54,Appointment Booking API,Warning,275.4,3.27,96.38
2026-03-08 15:19:54,Lab Results API,Down,214.03,2.17,93.75
2026-03-08 15:19:54,Pharmacy Service API,Critical,161.26,7.48,99.13
2026-03-08 15:19:54,Authentication Service,Critical,221.74,7.6,98.76
2026-03-08 15:19:54,Patient Records API,Warning,383.45,4.9,95.69
2026-03-08 15:19:54,Appointment Booking API,Critical,359.01,6.71,97.05
2026-03-08 15:19:54,Lab Results API,Critical,473.89,5.49,98.37
2026-03-08 15:19:54,Pharmacy Service API,Down,543.43,6.68,93.1
2026-03-08 15:19:54,Authentication Service,Critical,454.98,4.39,95.09
2026-03-08 15:19:59,Patient Records API,Down,219.56,2.82,93.84
2026-03-08 15:19:59,Appointment Booking API,Warning,398.96,1.84,98.49
2026-03-08 15:19:59,Lab Results API,Critical,230.5,5.05,96.63
2026-03-08 15:19:59,Pharmacy Service API,Warning,312.44,0.78,98.28
2026-03-08 15:19:59,Authentication Service,Critical,456.49,2.58,99.81
2026-03-08 15:19:59,Patient Records API,Down,262.07,5.89,93.41
2026-03-08 15:19:59,Appointment Booking API,Critical,548.03,1.63,97.45
2026-03-08 15:19:59,Lab Results API,Warning,139.61,3.57,96.42
2026-03-08 15:19:59,Pharmacy Service API,Warning,357.95,2.18,95.38
2026-03-08 15:19:59,Authentication Service,Down,422.02,6.87,94.71
2026-03-08 15:20:04,Patient Records API,Down,449.6,2.93,93.02
2026-03-08 15:20:04,Appointment Booking API,Critical,173.29,7.47,97.69
2026-03-08 15:20:04,Lab Results API,Down,543.17,6.18,94.22
2026-03-08 15:20:04,Pharmacy Service API,Down,395.04,0.86,94.34
2026-03-08 15:20:04,Authentication Service,Critical,179.69,5.52,97.1
2026-03-08 15:20:04,Patient Records API,Critical,285.16,7.98,99.52
2026-03-08 15:20:04,Appointment Booking API,Critical,423.76,3.01,95.53
2026-03-08 15:20:04,Lab Results API,Critical,185.06,6.37,97.72
2026-03-08 15:20:04,Pharmacy Service API,Down,196.95,5.23,93.6
2026-03-08 15:20:04,Authentication Service,Down,358.33,4.93,94.45
2026-03-08 15:20:10,Patient Records API,Critical,516.29,0.93,99.4
2026-03-08 15:20:10,Appointment Booking API,Healthy,242.96,1.29,96.38
2026-03-08 15:20:10,Lab Results API,Healthy,85.55,0.22,99.3
2026-03-08 15:20:10,Pharmacy Service API,Down,513.96,7.61,94.81
2026-03-08 15:20:10,Authentication Service,Warning,341.14,2.48,97.64
2026-03-08 15:20:10,Patient Records API,Warning,282.54,1.24,97.81
2026-03-08 15:20:10,Appointment Booking API,Critical,407.56,1.74,99.21
2026-03-08 15:20:10,Lab Results API,Critical,221.4,5.93,98.77
2026-03-08 15:20:10,Pharmacy Service API,Healthy,127.94,1.26,95.34
2026-03-08 15:20:10,Authentication Service,Down,522.97,0.94,94.25
2026-03-08 15:20:15,Patient Records API,Down,467.38,6.25,93.85
2026-03-08 15:20:15,Appointment Booking API,Critical,101.7,6.06,97.71
2026-03-08 15:20:15,Lab Results API,Healthy,94.13,0.22,97.47
2026-03-08 15:20:15,Pharmacy Service API,Critical,511.67,6.21,97.76
2026-03-08 15:20:15,Authentication Service,Critical,241.87,5.37,96.86
2026-03-08 15:20:15,Patient Records API,Healthy,141.25,1.75,98.25
2026-03-08 15:20:15,Appointment Booking API,Warning,293.16,0.54,98.64
2026-03-08 15:20:15,Lab Results API,Down,417.59,2.08,94.91
2026-03-08 15:20:15,Pharmacy Service API,Critical,419.59,7.97,98.55
2026-03-08 15:20:15,Authentication Service,Critical,278.15,5.56,97.41
2026-03-08 15:20:20,Patient Records API,Critical,168.95,5.75,98.03
2026-03-08 15:20:20,Appointment Booking API,Down,363.98,7.8,94.73
2026-03-08 15:20:20,Lab Results API,Down,411.96,4.03,94.83
2026-03-08 15:20:20,Pharmacy Service API,Down,115.76,4.22,93.47
2026-03-08 15:20:20,Authentication Service,Critical,466.21,4.56,98.77
2026-03-08 15:20:20,Patient Records API,Critical,271.56,7.04,99.96
2026-03-08 15:20:20,Appointment Booking API,Critical,222.16,7.96,96.99
2026-03-08 15:20:20,Lab Results API,Critical,428.68,0.74,95.32
2026-03-08 15:20:20,Pharmacy Service API,Critical,424.09,6.54,96.46
2026-03-08 15:20:20,Authentication Service,Down,206.58,2.2,93.24
2026-03-08 15:20:25,Patient Records API,Critical,533.65,2.18,99.37
2026-03-08 15:20:25,Appointment Booking API,Critical,208.26,6.58,97.21
2026-03-08 15:20:25,Lab Results API,Critical,464.58,2.32,95.12
2026-03-08 15:20:25,Pharmacy Service API,Warning,249.36,3.08,98.28
2026-03-08 15:20:25,Authentication Service,Healthy,180.66,1.36,98.58
2026-03-08 15:20:25,Patient Records API,Critical,469.83,5.19,99.25
2026-03-08 15:20:25,Appointment Booking API,Critical,295.45,5.71,95.54
2026-03-08 15:20:25,Lab Results API,Critical,463.35,6.19,95.23
2026-03-08 15:20:25,Pharmacy Service API,Warning,303.06,4.4,99.11
2026-03-08 15:20:25,Authentication Service,Critical,486.03,6.59,98.31
2026-03-08 15:20:31,Patient Records API,Warning,353.28,0.25,97.91
2026-03-08 15:20:31,Appointment Booking API,Down,521.92,3.76,94.6
2026-03-08 15:20:31,Lab Results API,Down,298.85,4.99,93.23
2026-03-08 15:20:31,Pharmacy Service API,Warning,343.35,1.89,98.83
2026-03-08 15:20:31,Authentication Service,Warning,312.7,0.79,98.95
2026-03-08 15:20:31,Patient Records API,Healthy,123.23,1.71,99.17
2026-03-08 15:20:31,Appointment Booking API,Critical,269.0,7.08,95.12
2026-03-08 15:20:31,Lab Results API,Down,409.82,2.11,94.49
2026-03-08 15:20:31,Pharmacy Service API,Healthy,196.2,1.85,98.14
2026-03-08 15:20:31,Authentication Service,Down,82.24,6.3,94.47
2026-03-08 15:20:36,Patient Records API,Critical,510.55,1.3,97.6
2026-03-08 15:20:36,Appointment Booking API,Critical,507.81,0.49,99.19
2026-03-08 15:20:36,Lab Results API,Critical,490.35,5.71,99.52
2026-03-08 15:20:36,Pharmacy Service API,Critical,462.93,7.68,97.19
2026-03-08 15:20:36,Authentication Service,Warning,345.61,3.22,98.88
2026-03-08 15:20:36,Patient Records API,Warning,286.08,3.54,97.46
2026-03-08 15:20:36,Appointment Booking API,Down,400.02,7.49,94.04
2026-03-08 15:20:36,Lab Results API,Warning,184.56,2.78,97.1
2026-03-08 15:20:36,Pharmacy Service API,Down,132.76,4.85,94.35
2026-03-08 15:20:36,Authentication Service,Down,238.23,6.94,94.28
2026-03-08 15:20:41,Patient Records API,Down,119.1,1.75,93.59
2026-03-08 15:20:41,Appointment Booking API,Critical,166.66,5.09,96.17
2026-03-08 15:20:41,Lab Results API,Down,273.17,7.36,93.43
2026-03-08 15:20:41,Pharmacy Service API,Warning,303.06,2.38,97.62
2026-03-08 15:20:41,Authentication Service,Critical,490.09,6.94,97.51
2026-03-08 15:20:41,Patient Records API,Critical,400.25,3.76,98.48
2026-03-08 15:20:41,Appointment Booking API,Critical,527.25,5.97,99.48
2026-03-08 15:20:41,Lab Results API,Critical,448.42,4.45,95.04
2026-03-08 15:20:41,Pharmacy Service API,Critical,531.96,3.03,97.67
2026-03-08 15:20:41,Authentication Service,Healthy,121.91,0.15,100.0
2026-03-08 15:20:46,Patient Records API,Critical,310.02,6.01,96.45
2026-03-08 15:20:46,Appointment Booking API,Critical,95.89,6.74,97.9
2026-03-08 15:20:46,Lab Results API,Critical,274.34,5.84,98.72
2026-03-08 15:20:46,Pharmacy Service API,Down,392.56,3.71,93.81
2026-03-08 15:20:46,Authentication Service,Critical,473.28,6.29,99.06
2026-03-08 15:20:46,Patient Records API,Down,509.79,0.61,93.96
2026-03-08 15:20:46,Appointment Booking API,Critical,180.15,5.66,99.18
2026-03-08 15:20:46,Lab Results API,Critical,305.3,5.2,97.31
